input,output
按右五味，取半夏一升、厚朴三两、茯苓四两、生姜五两、苏叶二两，水一斗煮取四升，去渣，分温四服，每日三服，夜间一服。对于苦痛症状，去苏叶，加桔梗二两。,半夏厚朴茯苓生姜汤方
半夏一升、厚朴三两、茯苓四两、生姜五两、苏叶二两，水一斗煮取四升，去渣，分温四服，每日三服，夜晚一服，若有苦痛症状，去苏叶，加桔梗二两。,半夏厚朴茯苓生姜汤方
方中半夏一升、厚朴三两、茯苓四两、生姜五两、苏叶二两，水一斗煮取四升，去渣，分温四服，每日三服，夜晚一服，如有苦痛症状，去苏叶，加桔梗二两。,半夏厚朴茯苓生姜汤方
取半夏一升、厚朴三两、茯苓四两、生姜五两、苏叶二两，水一斗煮取四升，去渣，分温四服，每日三服，,半夏厚朴茯苓生姜汤方
"方剂组成：橘皮一斤 枳实三两 生姜半斤
制备方法：右三味，以水五升，煮取二升，去滓，分温再服。",橘皮枳实生姜汤方
橘皮一斤、枳实三两、生姜半斤，右三味，以水五升，煮取二升，去滓，分温再服。,橘皮枳实生姜汤方
一斤橘皮、三两枳实、半斤生姜，配制水五升，煮至二升，去渣，分次服用。,橘皮枳实生姜汤方
橘皮一斤，枳实三两，生姜半斤，煎水五升，煮至二升，去渣，分次饮用。,橘皮枳实生姜汤方
一斤橘皮、三两枳实、半斤生姜，用水五升煎煮，收汁二升，去渣，分温服用。,橘皮枳实生姜汤方
橘皮一斤、枳实三两、生姜半斤，水五升煎煮至二升，去渣，分次温服。,橘皮枳实生姜汤方
一斤橘皮、三两枳实、半斤生姜，水五升煎煮成二升，去渣，分次温服。,橘皮枳实生姜汤方
橘皮一斤、枳实三两、生姜半斤，水五升煎煮收汁二升，去渣，分次温服。,橘皮枳实生姜汤方
一斤橘皮、三两枳实、半斤生姜，水五升煎煮，收汁二升，去渣后分次温服。,橘皮枳实生姜汤方
橘皮一斤、枳实三两、生姜半斤，水五升煎煮取二升，去渣，分次温服。,橘皮枳实生姜汤方
一斤橘皮、三两枳实、半斤生姜，用水五升煎煮至二升，去渣后分次温服。,橘皮枳实生姜汤方
"方剂组成：麻黄二两 附子一枚(炮去皮破八片) 细辛二两
制备方法：右三味，以水一斗，先煮麻黄减二升，去上沫，纳诸药，煮取三升，去滓，温服一升，日三服。",麻黄附子细辛汤方
麻黄两两，附子一枚(炮去皮破八片)，细辛两两,麻黄附子细辛汤方
"方剂组成：木防己二两 桂枝二两 茯苓四两 人参四两 芒硝三合
制备方法：右四味，以水六升，煮取二升，去滓，纳芒硝，再微煎，分温再服，微利则愈。",木防己去石膏加茯苓芒硝汤方
木防己二两、桂枝二两、茯苓四两、人参四两、芒硝三合，右四味，以水六升，煮取二升，去滓，纳芒硝，再微煎，分温再服，微利则愈。,木防己去石膏加茯苓芒硝汤方
木防己二两，桂枝二两，茯苓四两，人参四两，芒硝三合。右四味，以水六升，煮取二升，去滓，纳芒硝，再微煎，分温再服，微利则愈。,木防己去石膏加茯苓芒硝汤方
木防己二两，桂枝二两，茯苓四两，人参四两，芒硝三合，右四味，以水六升，煮取二升，去滓，纳芒硝，再微煎，分温再服，微利则愈。,木防己去石膏加茯苓芒硝汤方
木防己二两，桂枝二两，茯苓四两，人参四两，芒硝三合，右四味，以水六升，煮取二升，去滓，纳芒硝，再微煎，分温再服，微利则愈。,木防己去石膏加茯苓芒硝汤方
"方剂组成：大猪胆一枚
制备方法：右一味，泄汁，和醋少许，灌谷道中，如一食顷，当大便出宿食甚多。",猪胆汁方
大猪胆一枚，右一味，泄汁，和醋少许，灌谷道中，如一食顷，当大便出宿食甚多。,猪胆汁方
大猪胆一枚配右一味，泄汁，和醋少许，灌谷道中，如一食顷，当大便出宿食甚多。,猪胆汁方
大猪胆一枚，加入右一味，泄汁，和醋少许，灌谷道中，如一食顷，当大便出宿食甚多。,猪胆汁方
大猪胆一枚，经过右一味，泄汁，和醋少许处理后，灌谷道中，如一食顷，当大便出宿食甚多。,猪胆汁方
大猪胆一枚，配以右一味，泄汁，和醋少许，灌谷道中，如一食顷，当大便出宿食甚多。,猪胆汁方
大猪胆一枚，搭配右一味，泄汁，和醋少许，灌谷道中，如一食顷，当大便出宿食甚多。,猪胆汁方
大猪胆一枚，辅以右一味，泄汁，和醋少许，灌谷道中，如一食顷，当大便出宿食甚多。,猪胆汁方
大猪胆一枚，与右一味，泄汁，和醋少许混合后，灌谷道中，如一食顷，当大便出宿食甚多。,猪胆汁方
大猪胆一枚，混合右一味，泄汁，和醋少许，灌谷道中，如一食顷，当大便出宿食甚多。,猪胆汁方
大猪胆一枚，经过右一味，泄汁，和醋少许处理后，灌谷道中，如一食顷，当大便出宿食甚多。,猪胆汁方
"方剂组成：大黄二两 黄连一两
制备方法：右二味，以水三升，煮取一升，去滓，顿服之。",泻心汤方
大黄二两，黄连一两，以水三升煮取一升，去滓，顿服之。,泻心汤方
大黄两两，黄连一两，水三升煮至一升，去渣，顿服。,泻心汤方
大黄二两，黄连一两，水三升煮一升，去渣，顿服之。,泻心汤方
大黄二两，黄连一两，水三升煮取一升，去渣，顿服之。,泻心汤方
大黄两两，黄连一两，水三升煮至一升，去渣，顿服。,泻心汤方
大黄二两，黄连一两，水三升煮一升，去渣，顿服之。,泻心汤方
"方剂组成：大黄四两（酒洗）
厚朴半斤（炙去皮）
枳实五枚
芒硝三合
制备方法：右四味，以水一斗，先煮二物，取五升，去滓，纳大黄更煮取二升，去滓，纳芒硝，更上微火，一两沸，分温再服，得下，余勿服。",大承气汤方
大黄四两（酒洗），厚朴半斤（炙去皮），枳实五枚，芒硝三合，水一斗煮取五升，去滓，加入大黄再煮取二升，去滓，最后加入芒硝微火煮沸一两，分温再服，可通便，余勿服。,大承气汤方
酒洗大黄四两，炙去皮的厚朴半斤，枳实五枚，芒硝三合，水一斗煮取五升，去滓，再煮大黄取二升，去滓，加入芒硝微火煮沸一两，分温再服，可通便。,大承气汤方
大黄四两（酒洗），厚朴半斤（炙去皮），枳实五枚，芒硝三合，水一斗煮取五升，去渣，再加大黄煮取二升，去渣，最后加入芒硝微火煮沸一两，分温再服，可通便。,大承气汤方
酒洗大黄四两，炙去皮的厚朴半斤，枳实五枚，芒硝三合，水一斗煮取五升，去渣，再煮大黄取二升，去渣，加入芒硝微火煮沸一两，分温再服，可通便。,大承气汤方
大黄四两（酒洗），厚朴半斤（炙去皮），枳实五枚，芒硝三合，水一斗煮取五升，去废渣，再煮大黄取二升，去废渣，加入芒硝微火煮沸一两，分温再服，可通便。,大承气汤方
酒洗大黄四两，炙去皮的厚朴半斤，枳实五枚，芒硝三合，水一斗煮取五升，去废渣，再煮大黄取二升，去废渣，加入芒硝微火煮沸一两，分温再服，可通便。,大承气汤方
大黄四两（酒洗），厚朴半斤（炙去皮），枳实五枚，芒硝三合，水一斗煮取五升，去杂质，再煮大黄取二升，去杂质，加入芒硝微火煮沸一两，分温再服，可通便。,大承气汤方
酒洗大黄四两，炙去皮的厚朴半斤，枳实五枚，芒硝三合，水一斗煮取五升，去杂质，再煮大黄取二升，去杂质，加入芒硝微火煮沸一两，分温再服，可通便。,大承气汤方
大黄四两（酒洗），厚朴半斤（炙去皮），枳实五枚，芒硝三合，水一斗煮取五升，去沉淀，再煮大黄取二升，去沉淀，加入芒硝微火煮沸一两，分温再服，可通便。,大承气汤方
酒洗大黄四两，炙去皮的厚朴半斤，枳实五枚，芒硝,大承气汤方
"方剂组成：桃仁五十个（去皮尖）
大黄四两
桂枝二两
甘草二两（炙）
芒硝二两
制备方法：右五味，以水七升，煮四味，取二升，去滓，纳芒硝，更上火微沸。下火，先食温服五合，日三服，当微利。",桃仁承气汤方
桃仁五十个（去皮尖），大黄四两，桂枝二两，甘草二两（炙），芒硝二两。右五味，以水七升，煮四味，取二升，去滓，纳芒硝，更上火微沸。下火，先食温服五合，日三服，当微利。,桃仁承气汤方
大黄四两，桂枝二两，甘草二两（炙），桃仁五十个（去皮尖），芒硝二两。右五味，以水七升，煮四味，取二升，去滓，纳芒硝，更上火微沸。下火，先食温服五合，日三服，当微利。,桃仁承气汤方
桂枝二两，甘草二两（炙），芒硝二两，桃仁五十个（去皮尖），大黄四两。右五味，以水七升，煮四味，取二升，去滓，纳芒硝，更上火微沸。下火，先食温服五合，日三服，当微利。,桃仁承气汤方
甘草二两（炙），芒硝二两，桃仁五十个（去皮尖），大黄四两，桂枝二两。右五味，以水七升，煮四味，取二升，去滓，纳芒硝，更上火微沸。下火，先食温服五合，日三服，当微利。,桃仁承气汤方
芒硝二两，桃仁五十个（去皮尖），大黄四两，桂枝二两，甘草二两（炙）。右五味，以水七升，煮四味，取二升，去滓，纳芒硝，更上火微沸。下火，先食温服五合，日三服，当微利。,桃仁承气汤方
大黄四两，桂枝二两，甘草二两（炙），芒硝二两，桃仁五十个（去皮尖）。右五味，以水七升，煮四味，取二升，去滓，纳芒硝，更上火微沸。下火，先食温服五合，日三服，当微利。,桃仁承气汤方
桃仁五十个（去皮尖），大黄四两，桂枝二两，芒硝二两，甘草二两（炙）。右五味，以水七升，煮四味，取二升，去滓，纳芒硝，更上火微沸。下火，先食温服五合，日三服，当微利。,桃仁承气汤方
桂枝二两，甘草二两（炙），芒硝二两，大黄四两，桃仁五十个（去皮尖）。右五味，以水七升，煮四味，取二升，去滓，纳芒硝，更上火微沸。下火，先食温服五合，日三服，当微利。,桃仁承气汤方
甘草二两（炙），芒硝二两，大黄四两，桃仁五十个（去皮尖），桂枝二两。右五味，以水七升，煮四味，取二升，去滓，纳芒硝，更上火微沸。下火，先食温服五合，日三服，当微利。,桃仁承气汤方
芒硝二两，,桃仁承气汤方
"方剂组成：柴胡八两 芍药三两 枳实四枚(炙) 甘草三两(炙)
制备方法：右四味，以水一斗，煮取六升，去滓，再煎取三升，温服一升，日三服。",柴胡芍药枳实甘草汤方
柴胡八两，芍药三两，枳实四枚(炙)，甘草三两(炙)，煮水一斗，煎取六升，再煎三升，温服一升，每日三次。,柴胡芍药枳实甘草汤方
柴胡八两，芍药三两，枳实四枚(炙)，甘草三两(炙)，水煮六升，去渣，再煎三升，温服一升，每日三次。,柴胡芍药枳实甘草汤方
柴胡八两，芍药三两，枳实四枚(炙)，甘草三两(炙)，水煮六升，去渣，再煎三升，温水服一升，每日三次。,柴胡芍药枳实甘草汤方
柴胡八两，芍药三两，枳实四枚(炙)，甘草三两(炙)，水煮六升，去渣，再煎三升，温热服一升，每日三次。,柴胡芍药枳实甘草汤方
柴胡八两，芍药三两，枳实四枚(炙)，甘草三两(炙)，水煮六升，去渣，再煎三升，温煮服一升，每日三次。,柴胡芍药枳实甘草汤方
柴胡八两，芍药三两，枳实四枚(炙)，甘草三两(炙)，水煮六升，去渣，再煎三升，温煎服一升，每日三次。,柴胡芍药枳实甘草汤方
柴胡八两，芍药三两，枳实四枚(炙)，甘草三两(炙)，水煮六升，去渣，再煎三升，温服一升，每日三次。,柴胡芍药枳实甘草汤方
柴胡八两，芍药三两，枳实四枚(炙)，甘草三两(炙)，水煮六升，去渣，再煎三升，温服一升，每日三次。,柴胡芍药枳实甘草汤方
柴胡八两，芍药三两，枳实四枚(炙)，甘草三两(炙)，水煮六升，去渣，再煎三升，温服一升，每日三次。,柴胡芍药枳实甘草汤方
柴胡八两，芍药三两，枳实四枚(炙)，甘草三两(炙)，水煮六升，去渣，再煎三升，温服一升，每日三次。,柴胡芍药枳实甘草汤方
"方剂组成：橘皮二斤 竹茹二升 人参一两 甘草五两 生姜半斤 大枣三十枚
制备方法：右六味，以水一斗，煮取三升，去滓，温服一升，日三服。",橘皮竹茹汤方
